study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,trial.stopped,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,1,11,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_B192.png,Katze,10,resized_B_B19.png,Krawatte,5,resized_A_B168.png,Frau,15,resized_A_B196.png,Fenster,1,resized_A_B43.png,Parfüm,6,resized_A_A73.png,Klinge,3,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,10,10,10,110.57273400000122,,,,,,112.441659300006,1,6,[-0.0775  0.085 ],1.4850982999923872,,,,,114.37755940000352,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,1,12,test item,2-1,resized_A_A73.png,Klinge,177,resized_A_B192.png,Katze,10,resized_B_B19.png,Krawatte,5,resized_A_B168.png,Frau,15,resized_A_B196.png,Fenster,1,resized_A_B43.png,Parfüm,6,resized_A_A73.png,Klinge,3,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,11,11,11,114.52031980000902,,,,,,116.37830530000792,1,3,[0.07       0.25583333],2.469542000006186,,,,,119.41519149999658,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,10,13,test item,2-1,resized_A_B55.png,Schlange,143,resized_A_A93.png,Haus,11,resized_B_C01.png,Kaninchen,12,resized_B_B180.png,Geist,8,resized_A_B55.png,Schlange,16,resized_B_A176.png,Trophäe,4,resized_B_A54.png,Flamme,6,15.29,15.29,4.53,3.17,2.96,1.93,2.62,1.83,2.46,29.84,2.88,HF,None,None,None,None,2,8,nn,8.829085316,13.96303493,0,12,12,12,119.55483390000882,,,,,,121.41588800000318,1,16,[ 0.2        -0.24666667],1.9015855999896303,,,,,123.81899390000035,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,10,14,test item,1-1,resized_B_B180.png,Geist,129,resized_A_A93.png,Haus,11,resized_B_C01.png,Kaninchen,12,resized_B_B180.png,Geist,8,resized_A_B55.png,Schlange,16,resized_B_A176.png,Trophäe,4,resized_B_A54.png,Flamme,6,26.19,38.1,4.73,3.43,2.89,2.68,3,2.57,2.59,77.01,3.29,HF,1.1,2.83,4,6.22,1,5,nn,99.6787382,173.1808735,0,13,13,13,123.97437999999966,,,,,,125.83625770000799,1,8,[0.24083333 0.09      ],3.5033380999957444,,,,,129.95740080000542,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,5,15,test item,2-1,resized_A_A52.png,Stein,149,resized_A_B54.png,Telefon,16,resized_B_A150.png,Känguru,11,resized_B_B177.png,Schloss,8,resized_B_B73.png,Treppe,15,resized_A_A52.png,Stein,1,resized_B_B164.png,kimono,13,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,14,14,14,130.10247720000916,,,,,,131.95810479999636,1,1,[-0.255       0.25083333],2.552795099996729,,,,,135.06159050000133,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,5,16,test item,1-1,resized_B_B177.png,Schloss,132,resized_A_B54.png,Telefon,16,resized_B_A150.png,Känguru,11,resized_B_B177.png,Schloss,8,resized_B_B73.png,Treppe,15,resized_A_A52.png,Stein,1,resized_B_B164.png,kimono,13,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,15,15,15,135.20844110001053,,,,,,137.06239010000718,1,8,[0.23916667 0.09416667],3.0032949000014924,,,,,140.64956289999827,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,9,17,test item,1-1,resized_B_B49.png,Magnet,163,resized_A_A141.png,Pferd,1,resized_B_B175.png,Propeller,14,resized_B_A181.png,Wolf,2,resized_B_B49.png,Magnet,4,resized_A_B139.png,Trichter,8,resized_B_A123.png,Tänzer,16,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,16,16,16,140.79224090000207,,,,,,142.6505474000005,1,4,[0.24166667 0.23416667],3.3866559000016423,,,,,146.57130969999707,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,9,18,test item,2-1,resized_B_A123.png,Tänzer,174,resized_A_A141.png,Pferd,1,resized_B_B175.png,Propeller,14,resized_B_A181.png,Wolf,2,resized_B_B49.png,Magnet,4,resized_A_B139.png,Trichter,8,resized_B_A123.png,Tänzer,16,8.33,23.81,5.5,3.68,2.71,3.36,3.86,2,3.29,6.06,2.19,LF,None,None,None,None,2,6,nn,3.973088392,4.700670423,0,17,17,17,146.71783999999752,,,,,,148.58879520000482,1,16,[ 0.24666667 -0.26166667],2.652211900000111,,,,,151.74243379999825,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,12,19,test item,1-1,resized_A_A100.png,Ruderer,162,resized_B_A156.png,Bär,1,resized_B_A135.png,Kamel,11,resized_A_A100.png,Ruderer,9,resized_A_B15.png,Schwangere,12,resized_B_B152.png,Säge,10,resized_A_B33.png,Zünder,8,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,18,18,18,151.88750500000606,,,,,,153.74310310000146,1,9,[-0.26166667 -0.08416667],3.05316650000168,,,,,157.39715460001025,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,12,20,test item,2-1,resized_B_B152.png,Säge,171,resized_B_A156.png,Bär,1,resized_B_A135.png,Kamel,11,resized_A_A100.png,Ruderer,9,resized_A_B15.png,Schwangere,12,resized_B_B152.png,Säge,10,resized_A_B33.png,Zünder,8,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,19,19,19,157.53897490000236,,,,,,159.39787709999655,1,10,[-0.06 -0.05],2.619454100000439,,,,,162.6181285000057,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,6,21,test item,2-1,resized_A_B39.png,Sessel,172,resized_A_B109.png,Boot,5,resized_A_A02.png,Mühle,16,resized_B_A188.png,Tür,2,resized_B_A20.png,Grill,14,resized_A_B39.png,Sessel,6,resized_B_B206.png,Axt,15,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,20,20,20,162.76658599999791,,,,,,164.63565100000415,1,6,[-0.065  0.05 ],2.2356296999932965,,,,,167.3888522000052,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,6,22,test item,1-1,resized_B_A20.png,Grill,160,resized_A_B109.png,Boot,5,resized_A_A02.png,Mühle,16,resized_B_A188.png,Tür,2,resized_B_A20.png,Grill,14,resized_A_B39.png,Sessel,6,resized_B_B206.png,Axt,15,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,21,21,21,167.53304999999818,,,,,,169.389623199997,1,14,[-0.06583333 -0.25333333],3.303305500012357,,,,,173.31045910000103,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,4,23,test item,2-1,resized_A_B194.png,Raute,173,resized_B_A187.png,Brücke,8,resized_A_A148.png,Giraffe,15,resized_A_A04.png,Baum,5,resized_B_A36.png,Stern,4,resized_B_A23.png,Flasche,6,resized_A_B194.png,Raute,1,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,22,22,22,173.44389619999856,,,,,,175.311320599998,1,1,[-0.2275      0.22916667],5.204861100006383,,,,,181.25057470001047,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,4,24,test item,1-1,resized_A_A04.png,Baum,130,resized_B_A187.png,Brücke,8,resized_A_A148.png,Giraffe,15,resized_A_A04.png,Baum,5,resized_B_A36.png,Stern,4,resized_B_A23.png,Flasche,6,resized_A_B194.png,Raute,1,20.73,40,4.8,2.9,2.68,2.57,3.24,2.34,2.56,40.24,3.01,HF,1.5,1.5,6.67,2.85,1,4,nn,26.37280484,74.55672044,0,23,23,23,181.39635910000652,,,,,,183.25129770000058,1,5,[-0.2475  0.075 ],4.420865699998103,,,,,188.2563336000021,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,8,25,test item,1-1,resized_B_A43.png,Blatt,159,resized_A_A90.png,Fabrik,14,resized_B_B70.png,Quadrat,7,resized_B_A43.png,Blatt,2,resized_A_B20.png,Kerze,5,resized_B_B143.png,Tanne,13,resized_B_A70.png,Brunnen,3,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,24,24,24,188.39926590000687,,,,,,190.25727620000544,0,3,[0.08083333 0.2375    ],2.869635799987009,0,7,[0.12166667 0.07166667],5.238080999988597,199.21570950000023,1,2,[-0.07333333  0.23583333],8.357403599991812,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,8,26,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_A90.png,Fabrik,14,resized_B_B70.png,Quadrat,7,resized_B_A43.png,Blatt,2,resized_A_B20.png,Kerze,5,resized_B_B143.png,Tanne,13,resized_B_A70.png,Brunnen,3,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,25,25,25,199.36681279999902,,,,,,201.2331109000079,1,13,[-0.27333333 -0.24583333],2.385818399998243,,,,,204.16987100000551,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,7,27,test item,1-1,resized_A_B22.png,Kreisel,158,resized_B_A68.png,Lampe,11,resized_B_A197.png,Hirsch,12,resized_A_A113.png,Engel,13,resized_B_A37.png,Tasse,15,resized_A_B22.png,Kreisel,6,resized_A_A151.png,Fuchs,5,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,26,26,26,204.30276920000324,,,,,,206.17066499999783,1,6,[-0.1         0.08833333],2.935712999998941,,,,,209.72461410000687,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
LEALCO-EEG,122.0,1,B-A,2.0,1.0,training,1,A,7,28,test item,2-1,resized_B_A37.png,Tasse,144,resized_B_A68.png,Lampe,11,resized_B_A197.png,Hirsch,12,resized_A_A113.png,Engel,13,resized_B_A37.png,Tasse,15,resized_A_B22.png,Kreisel,6,resized_A_A151.png,Fuchs,5,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,27,27,27,209.8687229000061,,,,,,211.7251879000105,1,15,[ 0.0725     -0.27583333],2.1186468999949284,,,,,214.31166259999736,,,,,,,122,A,1,2024-11-13_13h32.04.442,task,2023.2.2,59.94977408067924,2024-11-13 13h32.10.502535 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.32554030000756,224.31839169999876,,,,,,,,,
