study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,9,11,test item,2-1,resized_B_B193.png,Auge,145,resized_B_A156.png,Bär,2,resized_B_A135.png,Kamel,11,resized_B_B193.png,Auge,14,resized_B_A43.png,Blatt,1,resized_A_B139.png,Trichter,5,resized_B_B164.png,kimono,16,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,10,10,10,120.53850570006762,,,,,,122.36346630007029,1,14,[-0.08916667 -0.25166667],2.8694953999947757,125.76720760005992,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,9,12,test item,1-1,resized_B_A43.png,Blatt,159,resized_B_A156.png,Bär,2,resized_B_A135.png,Kamel,11,resized_B_B193.png,Auge,14,resized_B_A43.png,Blatt,1,resized_A_B139.png,Trichter,5,resized_B_B164.png,kimono,16,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,11,11,11,125.92612530000042,,,,,,127.76809160003904,1,1,[-0.27083333  0.25833333],2.935683300020173,131.35483710002154,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,3,13,test item,2-1,resized_A_A52.png,Stein,149,resized_A_B157.png,Hammer,4,resized_B_B70.png,Quadrat,7,resized_A_A113.png,Engel,6,resized_A_A52.png,Stein,16,resized_B_A33.png,Roboter,9,resized_A_B22.png,Kreisel,15,4.71,5.88,5.95,2.55,2.21,3.04,2.28,2.41,1.89,43.86,3.05,HF,0.23,2,5.5,2.58,1,5,nn,37.40098641,66.14456416,0,12,12,12,131.5019617000362,,,,,,133.35613800003193,1,16,[ 0.24583333 -0.25333333],2.452368399943225,136.37576130009256,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,3,14,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_B157.png,Hammer,4,resized_B_B70.png,Quadrat,7,resized_A_A113.png,Engel,6,resized_A_A52.png,Stein,16,resized_B_A33.png,Roboter,9,resized_A_B22.png,Kreisel,15,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,13,13,13,136.52246540004853,,,,,,138.39376140001696,1,15,[ 0.07  -0.245],2.235584700014442,141.33040299999993,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,10,15,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_A134.png,Vogel,7,resized_A_B78.png,Pfeil,2,resized_A_B56.png,Stuhl,5,resized_B_A11.png,Medaille,6,resized_A_A122.png,Sturz,3,resized_B_A70.png,Brunnen,8,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,14,14,14,141.47544639999978,,,,,,143.3312041000463,1,5,[-0.24166667  0.07      ],2.15160940005444,146.20073720009532,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,10,16,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_A134.png,Vogel,7,resized_A_B78.png,Pfeil,2,resized_A_B56.png,Stuhl,5,resized_B_A11.png,Medaille,6,resized_A_A122.png,Sturz,3,resized_B_A70.png,Brunnen,8,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,15,15,15,146.3398443000624,,,,,,148.2019595000893,1,3,[0.07333333 0.2425    ],2.902942099957727,151.8058625999838,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,7,17,test item,2-1,resized_A_A76.png,Mauer,147,resized_B_A68.png,Lampe,12,resized_A_A02.png,Mühle,14,resized_B_B180.png,Geist,8,resized_B_A185.png,Gesicht,10,resized_A_A76.png,Mauer,4,resized_A_B32.png,Kamin,16,9.41,14.12,5.6,2.72,2.61,2.36,2.69,2.59,2.44,16.89,2.63,HF,-0.5,2.78,5.64,3.53,2,5,nn,27.26388845,44.11272626,0,16,16,16,151.95924560003914,,,,,,153.82340830005705,1,4,[0.25833333 0.2575    ],3.369364200043492,157.79434330004733,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,7,18,test item,1-1,resized_B_B180.png,Geist,129,resized_B_A68.png,Lampe,12,resized_A_A02.png,Mühle,14,resized_B_B180.png,Geist,8,resized_B_A185.png,Gesicht,10,resized_A_A76.png,Mauer,4,resized_A_B32.png,Kamin,16,26.19,38.1,4.73,3.43,2.89,2.68,3,2.57,2.59,77.01,3.29,HF,1.1,2.83,4,6.22,1,5,nn,99.6787382,173.1808735,0,17,17,17,157.95368550007697,,,,,,159.8117801999906,1,8,[0.25166667 0.06833333],2.385619500069879,162.84807340009138,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,12,19,test item,2-1,resized_A_A73.png,Klinge,177,resized_A_A90.png,Fabrik,12,resized_B_A197.png,Hirsch,6,resized_A_B150.png,Rakete,3,resized_B_B24.png,Baby,11,resized_B_B167.png,Fliege,5,resized_A_A73.png,Klinge,8,7.23,12.94,5.75,2.83,3.25,1.96,2.9,2.41,2.82,10.79,2.44,LF,-1.3,3.68,5.14,6.37,2,6,nn,2.346247672,4.308266631,0,18,18,18,162.9974544000579,,,,,,164.84928419999778,1,8,[0.23833333 0.09916667],3.7871014999691397,169.35355800006073,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,12,20,test item,1-1,resized_A_B150.png,Rakete,134,resized_A_A90.png,Fabrik,12,resized_B_A197.png,Hirsch,6,resized_A_B150.png,Rakete,3,resized_B_B24.png,Baby,11,resized_B_B167.png,Fliege,5,resized_A_A73.png,Klinge,8,28.92,30.59,4.48,2.93,2.61,3.14,3.14,2.41,2.59,16.02,2.61,HF,-0.6,3.47,6.67,4.87,3,6,nn,3.507108889,12.47517055,0,19,19,19,169.5109646000201,,,,,,171.3547604000196,1,3,[0.08583333 0.245     ],3.3534663000609726,175.30934130004607,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,4,21,test item,2-1,resized_B_A37.png,Tasse,144,resized_A_A93.png,Haus,9,resized_B_A132.png,Ente,12,resized_B_A37.png,Tasse,5,resized_A_B08.png,Person,11,resized_A_B43.png,Parfüm,3,resized_A_B20.png,Kerze,15,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,20,20,20,175.4718418000266,,,,,,177.3098496000748,1,5,[-0.2425  0.0775],2.2193294999888167,180.23006040009204,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,4,22,test item,1-1,resized_A_B43.png,Parfüm,157,resized_A_A93.png,Haus,9,resized_B_A132.png,Ente,12,resized_B_A37.png,Tasse,5,resized_A_B08.png,Person,11,resized_A_B43.png,Parfüm,3,resized_A_B20.png,Kerze,15,14.29,18.82,5.36,2.62,2.54,2.96,3.38,2.59,2.71,5.59,2.16,LF,1.77,3,4.41,6.56,2,6,nn,2.354422751,3.057479545,0,21,21,21,180.38475179998204,,,,,,182.2474371000426,1,3,[0.0625     0.25083333],2.6022995999082923,185.31724330002908,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,6,23,test item,1-1,resized_B_A06.png,Hut,135,resized_A_A141.png,Pferd,13,resized_B_B175.png,Propeller,5,resized_B_A06.png,Hut,15,resized_B_A36.png,Stern,4,resized_B_B143.png,Tanne,9,resized_B_A54.png,Flamme,14,25,30.95,4.37,3.43,3.07,2.11,3.25,2.14,3.15,45.91,3.067,HF,None,None,None,4,1,3,nn,33.34614722,41.24327353,0,22,22,22,185.46318780002184,,,,,,187.31837059999816,1,15,[ 0.0775 -0.2575],2.5357022000243887,190.32149560004473,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,6,24,test item,2-1,resized_B_B143.png,Tanne,175,resized_A_A141.png,Pferd,13,resized_B_B175.png,Propeller,5,resized_B_A06.png,Hut,15,resized_B_A36.png,Stern,4,resized_B_B143.png,Tanne,9,resized_B_A54.png,Flamme,14,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,23,23,23,190.469483199995,,,,,,192.32262790005188,1,9,[-0.23833333 -0.07916667],2.6191089000785723,195.49249089998193,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,5,25,test item,1-1,resized_B_B49.png,Magnet,163,resized_A_B54.png,Telefon,16,resized_B_B19.png,Krawatte,8,resized_B_B49.png,Magnet,9,resized_A_B15.png,Schwangere,13,resized_B_B152.png,Säge,15,resized_A_B33.png,Zünder,4,15.48,15.48,4.88,2.93,3.11,1.89,2.93,2.79,3.11,1.5,1.591,LF,0.6,2.21,6.22,6.74,2,6,nn,1.119985822,3.000253992,0,24,24,24,195.65131049999036,,,,,,197.51029540004674,0,16,[ 0.26       -0.24416667],3.3363127999473363,204.0501787000103,1,9,[-0.2525 -0.06  ],5.3549112000036985,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,5,26,test item,2-1,resized_B_B152.png,Säge,171,resized_A_B54.png,Telefon,16,resized_B_B19.png,Krawatte,8,resized_B_B49.png,Magnet,9,resized_A_B15.png,Schwangere,13,resized_B_B152.png,Säge,15,resized_A_B33.png,Zünder,4,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,25,25,25,204.21063720004167,,,,,,206.06810160004534,1,15,[ 0.08916667 -0.28833333],2.6687538999831304,209.23726660001557,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,8,27,test item,2-1,resized_A_B39.png,Sessel,172,resized_A_B192.png,Katze,10,resized_A_A148.png,Giraffe,15,resized_B_A153.png,Schwein,11,resized_A_B168.png,Frau,5,resized_A_A179.png,Drachen,12,resized_A_B39.png,Sessel,1,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,26,26,26,209.377760100062,,,,,,211.23892150004394,1,1,[-0.265  0.265],3.1861182999564335,215.0425830000313,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
LEALCO-EEG,118.0,1,A-B,2.0,2.0,training,2,A,8,28,test item,1-1,resized_B_A153.png,Schwein,131,resized_A_B192.png,Katze,10,resized_A_A148.png,Giraffe,15,resized_B_A153.png,Schwein,11,resized_A_B168.png,Frau,5,resized_A_A179.png,Drachen,12,resized_A_B39.png,Sessel,1,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,27,27,27,215.19444089999888,,,,,,217.0600786000723,1,11,[ 0.08666667 -0.09416667],3.8536073000868782,221.58145360008348,,,,,,118,A,2,2024-11-06_13h58.05.450,task,2023.2.2,59.95239779661046,2024-11-06 13h58.13.573266 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.60189789999276,,,,,,,,,
