study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,4,11,test item,1-1,resized_B_A20.png,Grill,160,resized_B_B155.png,Messer,7,resized_B_B19.png,Krawatte,11,resized_B_A188.png,Tür,15,resized_B_B193.png,Auge,3,resized_B_A33.png,Roboter,9,resized_B_A20.png,Grill,14,16.05,16.67,5.17,2.46,2.43,3.18,3.18,2.64,2.69,3.7,1.98,LF,None,None,None,6.13,1,5,nn,0.833858058,0.842033137,0,10,10,10,85.31689809996169,,,,,,87.16855769994436,1,14,[-0.04416667 -0.2625    ],2.219015799986664,90.02181589999236,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,4,12,test item,2-1,resized_B_B193.png,Auge,145,resized_B_B155.png,Messer,7,resized_B_B19.png,Krawatte,11,resized_B_A188.png,Tür,15,resized_B_B193.png,Auge,3,resized_B_A33.png,Roboter,9,resized_B_A20.png,Grill,14,3.61,10.71,5.94,2.68,2.29,2.68,3.39,2.89,2.07,92.05,3.37,HF,1.12,2.06,6.65,2.69,2,4,nn,77.94937823,392.1258391,0,11,11,11,90.21211609995225,,,,,,92.03923049999867,1,3,[0.085  0.2125],1.8854884000029415,97.32828299998073,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,3,13,test item,2-1,resized_A_A76.png,Mauer,147,resized_A_A134.png,Vogel,16,resized_B_A197.png,Hirsch,6,resized_A_A76.png,Mauer,8,resized_A_B22.png,Kreisel,10,resized_A_B20.png,Kerze,2,resized_A_A151.png,Fuchs,14,9.41,14.12,5.6,2.72,2.61,2.36,2.69,2.59,2.44,16.89,2.63,HF,-0.5,2.78,5.64,3.53,2,5,nn,27.26388845,44.11272626,0,12,12,12,97.47759639995638,,,,,,99.34552759997314,1,8,[0.28666667 0.06333333],1.8352008999790996,101.7317783999606,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,3,14,test item,1-1,resized_A_B22.png,Kreisel,158,resized_A_A134.png,Vogel,16,resized_B_A197.png,Hirsch,6,resized_A_A76.png,Mauer,8,resized_A_B22.png,Kreisel,10,resized_A_B20.png,Kerze,2,resized_A_A151.png,Fuchs,14,17.65,17.65,5.31,2.62,2.54,2.82,3,2.17,2.59,0.55,1.18,LF,0.68,2.86,5.09,4.35,2,7,nn,1.348888034,1.585965325,0,13,13,13,101.86514799995348,,,,,,103.73253719997592,1,10,[-0.11833333 -0.0875    ],2.502067600027658,106.90268639998976,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,2,15,test item,1-1,resized_A_A04.png,Baum,130,resized_A_A141.png,Pferd,16,resized_A_A139.png,Gans,12,resized_A_A04.png,Baum,11,resized_B_A37.png,Tasse,14,resized_B_A176.png,Trophäe,5,resized_A_B32.png,Kamin,3,20.73,40,4.8,2.9,2.68,2.57,3.24,2.34,2.56,40.24,3.01,HF,1.5,1.5,6.67,2.85,1,4,nn,26.37280484,74.55672044,0,14,14,14,107.0524934999994,,,,,,108.92023679998238,1,11,[ 0.04583333 -0.0625    ],2.60273630003212,112.00711539998883,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,2,16,test item,2-1,resized_B_A37.png,Tasse,144,resized_A_A141.png,Pferd,16,resized_A_A139.png,Gans,12,resized_A_A04.png,Baum,11,resized_B_A37.png,Tasse,14,resized_B_A176.png,Trophäe,5,resized_A_B32.png,Kamin,3,10.84,13.1,5.55,2.61,2.36,2.32,2.93,2.68,2.29,18.43,2.67,HF,0.73,1.82,6,3.24,2,5,nn,11.19985822,15.65527628,0,15,15,15,112.14640349999536,,,,,,114.00784519995796,1,14,[-0.03583333 -0.33083333],2.4692878000205383,117.1614032999496,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,6,17,test item,2-1,resized_A_B199.png,Fisch,148,resized_B_A187.png,Brücke,12,resized_B_A135.png,Kamel,10,resized_B_A06.png,Hut,13,resized_A_B199.png,Fisch,15,resized_B_A23.png,Flasche,7,resized_A_A166.png,Pyramide,14,20.48,24.71,5.03,2.48,2.46,2.71,3.03,2.38,2.68,42.72,3.04,HF,0.36,2.36,5.86,2.76,1,5,nn,16.26023212,42.6575622,0,16,16,16,117.29811529995641,,,,,,119.16210709995357,1,15,[ 0.08416667 -0.22416667],2.1859245999949053,121.83205479994649,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,6,18,test item,1-1,resized_B_A06.png,Hut,135,resized_B_A187.png,Brücke,12,resized_B_A135.png,Kamel,10,resized_B_A06.png,Hut,13,resized_A_B199.png,Fisch,15,resized_B_A23.png,Flasche,7,resized_A_A166.png,Pyramide,14,25,30.95,4.37,3.43,3.07,2.11,3.25,2.14,3.15,45.91,3.067,HF,None,None,None,4,1,3,nn,33.34614722,41.24327353,0,17,17,17,121.97095559997251,,,,,,123.83281709998846,1,13,[-0.24666667 -0.21916667],2.235636600002181,126.73632539995015,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,7,19,test item,1-1,resized_B_B177.png,Schloss,132,resized_B_A147.png,Hund,12,resized_B_A132.png,Ente,4,resized_B_B177.png,Schloss,15,resized_A_B139.png,Trichter,7,resized_B_B143.png,Tanne,13,resized_A_B33.png,Zünder,3,25,32.14,4.02,3.43,2.93,3.07,3.36,2.43,3,46.3,3.071,HF,None,None,None,None,1,7,nn,0.989184559,53.18706395,0,18,18,18,126.87867710000137,,,,,,128.73691859998507,1,15,[ 0.03916667 -0.1875    ],2.252437099989038,131.8238334999769,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,7,20,test item,2-1,resized_B_B143.png,Tanne,175,resized_B_A147.png,Hund,12,resized_B_A132.png,Ente,4,resized_B_B177.png,Schloss,15,resized_A_B139.png,Trichter,7,resized_B_B143.png,Tanne,13,resized_A_B33.png,Zünder,3,22.62,26.19,4.2,3.75,3.07,2.54,3.21,2.25,2.96,0.43,1.08,LF,1.25,1.6,5.73,4.3,2,5,nn,1.177211375,3.507108889,0,19,19,19,131.9639068999677,,,,,,133.82456399995135,1,13,[-0.2525     -0.22166667],1.8519940000260249,136.59450849995483,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,13,21,test item,1-1,resized_A_A100.png,Ruderer,162,resized_A_A93.png,Haus,13,resized_B_A150.png,Känguru,11,resized_A_A100.png,Ruderer,15,resized_A_B15.png,Schwangere,2,resized_B_B152.png,Säge,7,resized_B_B164.png,kimono,12,8.33,31.76,5.68,3.72,3.18,2.93,3.14,2.52,3.22,0.16,0.699,LF,None,None,None,None,3,7,nn,0.768457426,0.907433769,0,20,20,20,136.739465199993,,,,,,138.59526179998647,1,15,[ 0.05333333 -0.20833333],2.185104299976956,141.3151066999999,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,13,22,test item,2-1,resized_B_B152.png,Säge,171,resized_A_A93.png,Haus,13,resized_B_A150.png,Känguru,11,resized_A_A100.png,Ruderer,15,resized_A_B15.png,Schwangere,2,resized_B_B152.png,Säge,7,resized_B_B164.png,kimono,12,15.48,20.24,4.54,3.57,3.21,2.32,2.46,2.68,3,3.11,1.9,LF,-1.09,2.95,5.68,None,2,4,nn,1.978369117,2.812227175,0,21,21,21,141.46222009998746,,,,,,143.33258549997117,1,7,[0.11333333 0.08166667],1.7519821000169031,145.55205749999732,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,10,23,test item,2-1,resized_A_B39.png,Sessel,172,resized_A_B54.png,Telefon,8,resized_B_B175.png,Propeller,9,resized_B_A153.png,Schwein,12,resized_B_B167.png,Fliege,4,resized_A_A74.png,Rubin,14,resized_A_B39.png,Sessel,16,11.9,12.94,5.47,3.1,2.79,2.89,3.17,2.17,2.75,4.61,2.07,LF,1.4,1.78,5.82,3.23,2,6,nn,15.00126996,17.24941668,0,22,22,22,145.69242789997952,,,,,,147.5527089999523,1,16,[ 0.30666667 -0.27      ],3.3701543999486603,152.15795559994876,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,10,24,test item,1-1,resized_B_A153.png,Schwein,131,resized_A_B54.png,Telefon,8,resized_B_B175.png,Propeller,9,resized_B_A153.png,Schwein,12,resized_B_B167.png,Fliege,4,resized_A_A74.png,Rubin,14,resized_A_B39.png,Sessel,16,28.57,45.24,3.8,3.18,2.86,2.54,2.75,1.89,3.29,62.09,3.2,HF,0.59,2.77,5.95,2.81,1,7,nn,7.995227258,18.36122743,0,23,23,23,152.30117049999535,,,,,,154.15843589999713,1,12,[ 0.27583333 -0.12833333],1.8680913000134751,156.47796069999458,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,1,25,test item,1-1,resized_B_A43.png,Blatt,159,resized_A_B109.png,Boot,4,resized_B_B70.png,Quadrat,14,resized_A_B168.png,Frau,12,resized_A_A179.png,Drachen,6,resized_B_A43.png,Blatt,9,resized_A_A122.png,Sturz,8,6.1,8.33,5.82,2.81,2.25,2.46,2.58,2.96,2.21,12.17,2.49,LF,None,None,None,None,1,5,nn,33.92657783,93.25312611,0,24,24,24,156.62021699995967,,,,,,158.4786912999698,0,14,[-0.05666667 -0.29416667],2.5026639999705367,163.41715369996382,1,9,[-0.21583333 -0.12166667],4.1039066999801435,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,1,26,test item,2-1,resized_A_A122.png,Sturz,176,resized_A_B109.png,Boot,4,resized_B_B70.png,Quadrat,14,resized_A_B168.png,Frau,12,resized_A_A179.png,Drachen,6,resized_B_A43.png,Blatt,9,resized_A_A122.png,Sturz,8,3.53,4.71,6.19,2.48,2.25,3.89,3.21,2.62,1.79,6.26,2.2,LF,-1.6,3.76,5.56,3.8,1,5,nn,13.16187718,16.13760594,0,25,25,25,163.55692219996126,,,,,,165.41788039996754,1,8,[0.26333333 0.04      ],2.618840500013903,168.93804529996123,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,11,27,test item,2-1,resized_A_B194.png,Raute,173,resized_A_A90.png,Fabrik,12,resized_B_C01.png,Kaninchen,3,resized_A_B56.png,Stuhl,1,resized_B_B73.png,Treppe,6,resized_A_B194.png,Raute,15,resized_B_B206.png,Axt,14,4.76,8.24,5.91,2.72,2.11,3.11,2.69,2.76,1.93,0.28,0.9,LF,None,None,None,None,2,5,nn,0.302477923,0.539555214,0,26,26,26,169.07408099999884,,,,,,170.9391834999551,1,15,[ 0.09666667 -0.22916667],2.7362797999521717,174.32641369994963,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
LEALCO-EEG,110.0,1,A-B,2.0,2.0,training,2,A,11,28,test item,1-1,resized_A_B56.png,Stuhl,133,resized_A_A90.png,Fabrik,12,resized_B_C01.png,Kaninchen,3,resized_A_B56.png,Stuhl,1,resized_B_B73.png,Treppe,6,resized_A_B194.png,Raute,15,resized_B_B206.png,Axt,14,35.29,36.47,4.11,3.41,3.43,1.75,3.31,1.79,2.86,30.67,2.892,HF,0.5,1.82,6.23,2.86,1,5,nn,33.05184438,50.36666169,0,27,27,27,174.4660767999594,,,,,,176.3270702000009,1,1,[-0.2275      0.21333333],1.818602799961809,178.64659530000063,,,,,,110,A,2,2024-10-24_10h01.02.724,task,2023.2.2,59.968324747982564,2024-10-24 10h01.11.828096 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.6614570999518,,,,,,,,,
