study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,attempt4_click_accuracy,attempt4_click_positionGrid,attempt4_click_positionCoordinate,attempt4_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,5,11,test item,1-2,resized_B_A188.png,Tür,141,resized_B_A68.png,Lampe,3,resized_B_B19.png,Krawatte,5,resized_B_A188.png,Tür,4,resized_B_A20.png,Grill,6,resized_B_B152.png,Säge,15,resized_B_A54.png,Flamme,13,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,10,10,10,454.18441330001224,,,,,,456.04357920004986,1,4,[0.25416667 0.23666667],4.2373840000946075,460.86509380000643,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,5,12,test item,2-2,resized_B_A54.png,Flamme,178,resized_B_A68.png,Lampe,3,resized_B_B19.png,Krawatte,5,resized_B_A188.png,Tür,4,resized_B_A20.png,Grill,6,resized_B_B152.png,Säge,15,resized_B_A54.png,Flamme,13,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,11,11,11,461.0143222999759,,,,,,462.88266979996115,0,6,[-0.05916667  0.1025    ],16.330856599961407,498.5802724000532,0,15,[ 0.09583333 -0.2675    ],28.107385299983434,1,13,[-0.245  -0.2725],35.03033599990886,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,8,13,test item,1-2,resized_A_A113.png,Engel,139,resized_A_A90.png,Fabrik,9,resized_A_B78.png,Pfeil,1,resized_A_A113.png,Engel,12,resized_B_A23.png,Flasche,14,resized_B_A77.png,Hang,2,resized_A_B194.png,Raute,10,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,12,12,12,498.7373878000071,,,,,,500.59782889997587,1,12,[ 0.26166667 -0.09416667],5.82183920009993,507.17095180007163,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,8,14,test item,2-2,resized_B_A23.png,Flasche,153,resized_A_A90.png,Fabrik,9,resized_A_B78.png,Pfeil,1,resized_A_A113.png,Engel,12,resized_B_A23.png,Flasche,14,resized_B_A77.png,Hang,2,resized_A_B194.png,Raute,10,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,13,13,13,507.3153725999873,,,,,,509.17171290004626,1,14,[-0.07       -0.25583333],3.853564799996093,513.6429850000422,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,9,15,test item,2-2,resized_A_B33.png,Zünder,180,resized_A_B109.png,Boot,10,resized_B_A197.png,Hirsch,14,resized_A_A04.png,Baum,6,resized_A_B168.png,Frau,8,resized_A_B39.png,Sessel,11,resized_A_B33.png,Zünder,9,10.59,11.76,5.31,3.07,2.71,2.32,2.93,3,2.54,4.8,2.09,LF,None,None,None,None,2,6,nn,0.711231873,0.825682979,0,14,14,14,513.7936128000729,,,,,,515.6604613000527,0,11,[ 0.11833333 -0.09583333],2.452454000012949,527.8050613000523,1,9,[-0.23416667 -0.10333333],11.426739900023676,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,9,16,test item,1-2,resized_A_B168.png,Frau,136,resized_A_B109.png,Boot,10,resized_B_A197.png,Hirsch,14,resized_A_A04.png,Baum,6,resized_A_B168.png,Frau,8,resized_A_B39.png,Sessel,11,resized_A_B33.png,Zünder,9,9.41,28.24,5.66,3.45,2.64,3.07,3.69,1.93,2.71,857.36,4.34,HF,1.4,2.5,6.56,3.68,1,4,nn,472.6503672,625.2055164,0,15,15,15,527.9460399000673,,,,,,529.8057608000236,1,8,[0.26916667 0.11      ],2.268462499952875,532.6424017000245,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,3,17,test item,2-2,resized_A_A151.png,Fuchs,181,resized_B_A156.png,Bär,15,resized_B_A142.png,Reiter,1,resized_A_B150.png,Rakete,2,resized_A_A52.png,Stein,6,resized_A_A74.png,Rubin,9,resized_A_A151.png,Fuchs,5,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,16,16,16,532.7771680000005,,,,,,534.6431992000435,1,5,[-0.25666667  0.0925    ],4.654308099998161,540.1319372999715,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,3,18,test item,1-2,resized_A_A74.png,Rubin,165,resized_B_A156.png,Bär,15,resized_B_A142.png,Reiter,1,resized_A_B150.png,Rakete,2,resized_A_A52.png,Stein,6,resized_A_A74.png,Rubin,9,resized_A_A151.png,Fuchs,5,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,17,17,17,540.2807265999727,,,,,,542.1495372999925,0,6,[-0.07833333  0.0775    ],2.635898599983193,547.087893399992,1,9,[-0.265  -0.1075],4.2868149999994785,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,7,19,test item,2-2,resized_B_B206.png,Axt,179,resized_B_B155.png,Messer,12,resized_B_A140.png,Flamingo,11,resized_B_B180.png,Geist,6,resized_B_A37.png,Tasse,13,resized_A_B15.png,Schwangere,3,resized_B_B206.png,Axt,1,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,18,18,18,547.2333886000561,,,,,,549.105321799987,0,12,[ 0.27083333 -0.10333333],5.054727399954572,565.8538373999763,1,1,[-0.2675      0.22916667],15.81382499996107,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,7,20,test item,1-2,resized_A_B15.png,Schwangere,170,resized_B_B155.png,Messer,12,resized_B_A140.png,Flamingo,11,resized_B_B180.png,Geist,6,resized_B_A37.png,Tasse,13,resized_A_B15.png,Schwangere,3,resized_B_B206.png,Axt,1,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,19,19,19,565.9964476999594,,,,,,567.8544614000712,1,3,[0.1        0.22583333],2.8531392000149935,571.1581629000138,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,14,21,test item,1-2,resized_A_A166.png,Pyramide,166,resized_A_A134.png,Vogel,14,resized_B_B70.png,Quadrat,2,resized_B_B193.png,Auge,9,resized_B_B167.png,Fliege,7,resized_A_A100.png,Ruderer,16,resized_A_A166.png,Pyramide,3,21.43,28.24,4.96,3.17,2.36,2.89,2.72,2.14,2.25,3.19,1.91,LF,None,None,None,6.95,3,8,nn,3.621559995,5.673504823,0,20,20,20,571.3234756999882,,,,,,573.1590537000448,1,3,[0.07166667 0.24416667],3.1198421999579296,576.8463182999985,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,14,22,test item,2-2,resized_B_B167.png,Fliege,151,resized_A_A134.png,Vogel,14,resized_B_B70.png,Quadrat,2,resized_B_B193.png,Auge,9,resized_B_B167.png,Fliege,7,resized_A_A100.png,Ruderer,16,resized_A_A166.png,Pyramide,3,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,21,21,21,577.0032835999737,,,,,,578.8471526000649,0,14,[-0.05       -0.26583333],3.3358768998878077,588.3727677999996,1,7,[0.09   0.0925],8.857945599942468,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,10,23,test item,2-2,resized_A_B196.png,Fenster,152,resized_A_B54.png,Telefon,16,resized_A_A139.png,Gans,8,resized_B_A129.png,Huhn,10,resized_A_B196.png,Fenster,1,resized_B_A43.png,Blatt,15,resized_B_A11.png,Medaille,7,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,22,22,22,588.516023300006,,,,,,590.3735653000185,1,1,[-0.23416667  0.24916667],3.469962399918586,595.8290422999999,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,10,24,test item,1-2,resized_B_A11.png,Medaille,167,resized_A_B54.png,Telefon,16,resized_A_A139.png,Gans,8,resized_B_A129.png,Huhn,10,resized_A_B196.png,Fenster,1,resized_B_A43.png,Blatt,15,resized_B_A11.png,Medaille,7,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,23,23,23,595.9711025999859,,,,,,597.8298573000357,1,7,[0.065 0.09 ],3.4193697000155225,601.8673908000346,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,1,25,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_A141.png,Pferd,9,resized_B_A132.png,Ente,11,resized_A_B56.png,Stuhl,15,resized_A_A179.png,Drachen,5,resized_A_B20.png,Kerze,14,resized_A_A122.png,Sturz,8,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,24,24,24,602.0203727000626,,,,,,603.8849719000282,0,11,[ 0.11   -0.0975],5.721787099959329,613.0434655999998,1,5,[-0.26        0.06916667],8.523628899944015,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,1,26,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_A141.png,Pferd,9,resized_B_A132.png,Ente,11,resized_A_B56.png,Stuhl,15,resized_A_A179.png,Drachen,5,resized_A_B20.png,Kerze,14,resized_A_A122.png,Sturz,8,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,25,25,25,613.188319100067,,,,,,615.0609929000493,1,14,[-0.0775     -0.31166667],2.051630700007081,617.7641758000245,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,11,27,test item,2-2,resized_B_A70.png,Brunnen,183,resized_A_B157.png,Hammer,7,resized_B_B175.png,Propeller,2,resized_B_B177.png,Schloss,1,resized_B_B24.png,Baby,9,resized_A_A76.png,Mauer,5,resized_B_A70.png,Brunnen,14,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,26,26,26,617.9131970000453,,,,,,619.7816781000001,0,1,[-0.24833333  0.2375    ],5.55495040002279,629.6408001000527,1,14,[-0.07666667 -0.2475    ],9.00805369997397,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
LEALCO-EEG,112.0,1,A-B,4.0,2.0,training,1,A,11,28,test item,1-2,resized_B_B24.png,Baby,142,resized_A_B157.png,Hammer,7,resized_B_B175.png,Propeller,2,resized_B_B177.png,Schloss,1,resized_B_B24.png,Baby,9,resized_A_A76.png,Mauer,5,resized_B_A70.png,Brunnen,14,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,27,27,27,629.7895027999766,,,,,,631.6583614000119,1,9,[-0.20833333 -0.07      ],2.9361969999736175,635.2122248000233,,,,,,,,,,,,,,,112,A,1,2024-10-29_09h55.44.203,task,2023.2.2,59.93849109865217,2024-10-29 09h57.34.101434 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.2273358000675,645.2190265000099,,,,,,,,,
