study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,trial.stopped,attempt3_click_accuracy,attempt3_click_positionGrid,attempt3_click_positionCoordinate,attempt3_click_latency,closing_screen.started,closing_screen.stopped,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,5,12,test item,1-2,resized_A_A113.png,Engel,139,resized_A_A141.png,Pferd,13,resized_A_B78.png,Pfeil,11,resized_A_A113.png,Engel,5,resized_B_A43.png,Blatt,6,resized_A_A73.png,Klinge,15,resized_A_B32.png,Kamin,12,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,11,11,11,358.02571260003606,,,,,,359.8960396000184,1,5,[-0.27083333  0.08083333],6.9227845999994315,,,,,367.4700251999893,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,8,13,test item,2-2,resized_A_B196.png,Fenster,152,resized_B_A147.png,Hund,14,resized_B_A150.png,Känguru,11,resized_A_B55.png,Schlange,4,resized_A_B196.png,Fenster,15,resized_A_B22.png,Kreisel,3,resized_A_B139.png,Trichter,7,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,12,12,12,367.6142215,,,,,,369.4708014000207,1,15,[ 0.11       -0.24083333],9.09163909999188,,,,,379.46339240000816,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,8,14,test item,1-2,resized_A_B139.png,Trichter,169,resized_B_A147.png,Hund,14,resized_B_A150.png,Känguru,11,resized_A_B55.png,Schlange,4,resized_A_B196.png,Fenster,15,resized_A_B22.png,Kreisel,3,resized_A_B139.png,Trichter,7,22.08,30.59,4.95,2.97,2.5,2.89,3.1,2.93,2.58,0.79,1.32,LF,None,None,None,None,2,8,nn,3.286381756,3.924037918,0,13,13,13,379.6079937000177,,,,,,381.46426330000395,1,7,[0.06416667 0.07583333],6.122559599985834,,,,,388.4376002000063,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,2,15,test item,2-2,resized_B_A23.png,Flasche,153,resized_B_A68.png,Lampe,11,resized_B_A142.png,Reiter,8,resized_B_A153.png,Schwein,3,resized_B_A188.png,Tür,2,resized_B_B193.png,Auge,9,resized_B_A23.png,Flasche,12,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,14,14,14,388.59452660003444,,,,,,390.4385592000326,1,12,[ 0.25083333 -0.05083333],4.287224100029562,,,,,395.3935618000105,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,2,16,test item,1-2,resized_B_A188.png,Tür,141,resized_B_A68.png,Lampe,11,resized_B_A142.png,Reiter,8,resized_B_A153.png,Schwein,3,resized_B_A188.png,Tür,2,resized_B_B193.png,Auge,9,resized_B_A23.png,Flasche,12,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,15,15,15,395.5540275000385,,,,,,397.41106240003137,1,2,[-0.09083333  0.22333333],5.237978300021496,,,,,403.5503707000171,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,7,17,test item,2-2,resized_B_B206.png,Axt,179,resized_B_A03.png,Kleid,6,resized_A_A148.png,Giraffe,14,resized_B_B177.png,Schloss,16,resized_A_A76.png,Mauer,7,resized_B_A176.png,Trophäe,11,resized_B_B206.png,Axt,5,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,16,16,16,403.6964186000405,,,,,,405.5678988000145,0,6,[-0.09416667  0.0625    ],6.23888740001712,1,5,[-0.2175      0.07833333],22.385913000034634,428.98838070000056,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,7,18,test item,1-2,resized_B_A176.png,Trophäe,164,resized_B_A03.png,Kleid,6,resized_A_A148.png,Giraffe,14,resized_B_B177.png,Schloss,16,resized_A_A76.png,Mauer,7,resized_B_A176.png,Trophäe,11,resized_B_B206.png,Axt,5,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,17,17,17,429.1389984000125,,,,,,431.0060389999999,0,6,[-0.08166667  0.07083333],6.822649999987334,1,11,[ 0.075      -0.06833333],18.450372399995103,451.5576248000143,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,6,19,test item,1-2,resized_B_A11.png,Medaille,167,resized_B_A156.png,Bär,14,resized_B_B175.png,Propeller,8,resized_A_B56.png,Stuhl,12,resized_B_A181.png,Wolf,11,resized_B_A11.png,Medaille,9,resized_A_B39.png,Sessel,4,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,18,18,18,451.71420970000327,,,,,,453.5751351999934,0,4,[0.21416667 0.2375    ],8.707924099988304,1,9,[-0.27416667 -0.06416667],20.43417419999605,475.0776282000006,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,6,20,test item,2-2,resized_B_A181.png,Wolf,155,resized_B_A156.png,Bär,14,resized_B_B175.png,Propeller,8,resized_A_B56.png,Stuhl,12,resized_B_A181.png,Wolf,11,resized_B_A11.png,Medaille,9,resized_A_B39.png,Sessel,4,9.52,15.48,5.65,3.71,3.25,3.21,3.14,2.46,3.64,28.19,2.86,HF,None,None,None,None,1,4,nn,14.93586933,19.33406183,0,19,19,19,475.2276127000223,,,,,,477.0949552000384,1,11,[ 0.09166667 -0.10083333],6.222162900026888,,,,,484.2519801000017,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,3,21,test item,2-2,resized_B_A70.png,Brunnen,183,resized_A_A134.png,Vogel,15,resized_B_A132.png,Ente,12,resized_B_B73.png,Treppe,3,resized_A_A100.png,Ruderer,4,resized_B_B152.png,Säge,16,resized_B_A70.png,Brunnen,2,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,20,20,20,484.39546490000794,,,,,,486.25262230000226,1,2,[-0.11083333  0.24416667],3.5703641999862157,,,,,490.69051169999875,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,3,22,test item,1-2,resized_B_B73.png,Treppe,137,resized_A_A134.png,Vogel,15,resized_B_A132.png,Ente,12,resized_B_B73.png,Treppe,3,resized_A_A100.png,Ruderer,4,resized_B_B152.png,Säge,16,resized_B_A70.png,Brunnen,2,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,21,21,21,490.84072199999355,,,,,,492.7080825000303,1,3,[0.065      0.23666667],4.98778049997054,,,,,498.54712709999876,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,4,23,test item,1-2,resized_B_B24.png,Baby,142,resized_A_B109.png,Boot,7,resized_B_A135.png,Kamel,16,resized_B_B24.png,Baby,15,resized_A_A52.png,Stein,13,resized_B_B167.png,Fliege,11,resized_B_A20.png,Grill,10,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,22,22,22,498.6884738000226,,,,,,500.54805209999904,1,15,[ 0.08166667 -0.24666667],4.82113890000619,,,,,506.1035483000451,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,4,24,test item,2-2,resized_B_B167.png,Fliege,151,resized_A_B109.png,Boot,7,resized_B_A135.png,Kamel,16,resized_B_B24.png,Baby,15,resized_A_A52.png,Stein,13,resized_B_B167.png,Fliege,11,resized_B_A20.png,Grill,10,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,23,23,23,506.2443176000379,,,,,,508.10435400001006,0,10,[-0.07916667 -0.07833333],10.009319100005087,0,15,[ 0.11166667 -0.23583333],21.40175389999058,542.9682648000307,1,11,[ 0.11916667 -0.08333333],32.81169120001141,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,1,25,test item,2-2,resized_B_A33.png,Roboter,156,resized_A_B192.png,Katze,1,resized_B_B19.png,Krawatte,16,resized_B_A185.png,Gesicht,14,resized_A_B199.png,Fisch,5,resized_B_A33.png,Roboter,12,resized_B_B49.png,Magnet,7,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,24,24,24,543.1181979000103,,,,,,544.9854939000215,1,12,[ 0.22583333 -0.07833333],7.707097799982876,,,,,553.4934969000169,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,1,26,test item,1-2,resized_B_A185.png,Gesicht,138,resized_A_B192.png,Katze,1,resized_B_B19.png,Krawatte,16,resized_B_A185.png,Gesicht,14,resized_A_B199.png,Fisch,5,resized_B_A33.png,Roboter,12,resized_B_B49.png,Magnet,7,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,25,25,25,553.6345006999909,,,,,,555.4944005000289,1,14,[-0.08   -0.2425],4.704284400038887,,,,,560.9498984999955,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,10,27,test item,2-2,resized_A_A151.png,Fuchs,181,resized_B_B155.png,Messer,13,resized_B_B70.png,Quadrat,6,resized_A_A04.png,Baum,7,resized_B_A129.png,Huhn,8,resized_A_B20.png,Kerze,11,resized_A_A151.png,Fuchs,15,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,26,26,26,561.0903117000125,,,,,,562.9505571000045,1,15,[ 0.13       -0.26916667],4.020834299968556,,,,,568.0890893000178,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
LEALCO-EEG,106.0,1,B-A,2.0,2.0,training,1,B,10,28,test item,1-2,resized_A_B20.png,Kerze,168,resized_B_B155.png,Messer,13,resized_B_B70.png,Quadrat,6,resized_A_A04.png,Baum,7,resized_B_A129.png,Huhn,8,resized_A_B20.png,Kerze,11,resized_A_A151.png,Fuchs,15,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,27,27,27,568.2284065000131,,,,,,570.0900111999945,1,11,[ 0.075      -0.05416667],4.621341600024607,,,,,575.4787148000323,,,,,,,106,B,1,2024-10-21_11h46.14.009,task,2023.2.2,60.284942818850695,2024-10-21 11h46.24.422164 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.4937654000241,585.485574899998,,,,,,,,,
