study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,13,11,test item,2-2,resized_B_A54.png,Flamme,178,resized_A_B192.png,Katze,2,resized_A_A139.png,Gans,7,resized_A_A113.png,Engel,8,resized_A_B43.png,Parfüm,10,resized_A_A122.png,Sturz,1,resized_B_A54.png,Flamme,4,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,10,10,10,97.18840980000004,,,,,,99.06074270000045,0,10,[-0.08583333 -0.12416667],7.8238580999995975,112.0224272000005,1,4,[0.24166667 0.25833333],11.659759799999847,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,13,12,test item,1-2,resized_A_A113.png,Engel,139,resized_A_B192.png,Katze,2,resized_A_A139.png,Gans,7,resized_A_A113.png,Engel,8,resized_A_B43.png,Parfüm,10,resized_A_A122.png,Sturz,1,resized_B_A54.png,Flamme,4,10.59,12.94,5.7,2.76,2.89,3,3.55,2.34,2.61,40.71,3.02,HF,2.15,2.22,6.05,4,2,5,nn,20.15156973,22.66131898,0,11,11,11,112.16401610000048,,,,,,114.02322920000006,1,8,[0.24916667 0.08      ],3.7369510999997146,118.39461579999988,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,4,13,test item,1-2,resized_B_A11.png,Medaille,167,resized_B_A156.png,Bär,5,resized_B_B175.png,Propeller,7,resized_A_A04.png,Baum,8,resized_B_B167.png,Fliege,11,resized_B_A11.png,Medaille,9,resized_A_A73.png,Klinge,3,15.48,15.48,4.86,2.82,3.07,2.36,2.79,2.54,2.68,3.98,2.01,LF,1.6,2.89,6.22,5.57,3,8,nn,3.760536338,6.008683062,0,12,12,12,118.54580990000068,,,,,,120.4120096000006,1,9,[-0.235      -0.07166667],2.60267660000045,123.5154220000004,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,4,14,test item,2-2,resized_B_B167.png,Fliege,151,resized_B_A156.png,Bär,5,resized_B_B175.png,Propeller,7,resized_A_A04.png,Baum,8,resized_B_B167.png,Fliege,11,resized_B_A11.png,Medaille,9,resized_A_A73.png,Klinge,3,11.9,15.48,5.7,2.61,2.39,3.25,3.61,2.57,2.29,23.19,2.77,HF,-0.95,2.16,6.14,None,2,6,nn,4.332791868,12.70407276,0,13,13,13,123.65937630000008,,,,,,125.51626570000008,1,11,[ 0.0875     -0.06333333],4.270623700000215,130.40414670000064,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,3,15,test item,2-2,resized_A_A179.png,Drachen,150,resized_A_B157.png,Hammer,2,resized_B_B19.png,Krawatte,12,resized_A_B168.png,Frau,16,resized_B_B193.png,Auge,10,resized_A_A179.png,Drachen,4,resized_A_B22.png,Kreisel,7,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,14,14,14,130.5695378999999,,,,,,132.40540510000028,0,10,[-0.03166667 -0.06166667],3.9536551000001054,140.6799503000002,1,4,[0.23416667 0.22666667],7.339861399999791,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,3,16,test item,1-2,resized_A_B168.png,Frau,136,resized_A_B157.png,Hammer,2,resized_B_B19.png,Krawatte,12,resized_A_B168.png,Frau,16,resized_B_B193.png,Auge,10,resized_A_A179.png,Drachen,4,resized_A_B22.png,Kreisel,7,9.41,28.24,5.66,3.45,2.64,3.07,3.69,1.93,2.71,857.36,4.34,HF,1.4,2.5,6.56,3.68,1,4,nn,472.6503672,625.2055164,0,15,15,15,140.8413730000002,,,,,,142.6807112000006,1,16,[ 0.2625     -0.26083333],2.9198842999994667,146.10101170000053,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,7,17,test item,1-2,resized_B_A188.png,Tür,141,resized_A_A90.png,Fabrik,8,resized_B_B70.png,Quadrat,13,resized_B_A188.png,Tür,2,resized_B_A20.png,Grill,6,resized_B_B152.png,Säge,11,resized_B_A70.png,Brunnen,9,9.52,13.1,5.23,3.14,3.71,1.64,2.86,2.25,3.36,252.88,3.81,HF,None,None,None,3.12,1,3,nn,125.2013348,125.3484862,0,16,16,16,146.2477041000002,,,,,,148.11859150000055,1,2,[-0.07833333  0.20333333],2.585902900000292,151.27209829999993,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,7,18,test item,2-2,resized_B_A70.png,Brunnen,183,resized_A_A90.png,Fabrik,8,resized_B_B70.png,Quadrat,13,resized_B_A188.png,Tür,2,resized_B_A20.png,Grill,6,resized_B_B152.png,Säge,11,resized_B_A70.png,Brunnen,9,22.22,25,4.55,3.14,2.96,2.96,3.75,2.39,2.74,9.76,2.4,LF,0.55,1.86,5.73,4.33,2,7,nn,9.483091635,10.24337398,0,17,17,17,151.41500989999986,,,,,,153.27298100000007,1,9,[-0.28333333 -0.08916667],2.135562000000391,156.19291460000022,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,8,19,test item,1-2,resized_B_B24.png,Baby,142,resized_B_A03.png,Kleid,3,resized_A_B78.png,Pfeil,1,resized_B_B24.png,Baby,14,resized_B_B49.png,Magnet,12,resized_B_A123.png,Tänzer,9,resized_A_B32.png,Kamin,4,8.33,9.52,5.33,3.11,3.39,2.57,3.25,2.68,3.07,324.66,3.92,HF,1.9,2.83,6.78,3.38,2,4,nn,7.995227258,9.834620032,0,18,18,18,156.3263149000004,,,,,,158.19378750000033,1,14,[-0.06333333 -0.2275    ],3.420060800000101,162.14802940000027,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,8,20,test item,2-2,resized_A_B32.png,Kamin,184,resized_B_A03.png,Kleid,3,resized_A_B78.png,Pfeil,1,resized_B_B24.png,Baby,14,resized_B_B49.png,Magnet,12,resized_B_A123.png,Tänzer,9,resized_A_B32.png,Kamin,4,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,19,19,19,162.2960877000005,,,,,,164.1654556000003,1,4,[0.27333333 0.245     ],4.304359500000828,169.17063280000002,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,12,21,test item,2-2,resized_B_A33.png,Roboter,156,resized_B_A187.png,Brücke,11,resized_B_C01.png,Kaninchen,2,resized_B_A153.png,Schwein,16,resized_B_A129.png,Huhn,4,resized_B_A33.png,Roboter,10,resized_A_A166.png,Pyramide,13,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,20,20,20,169.32266210000034,,,,,,171.1714120000006,1,10,[-0.065  -0.0475],4.7882124000007025,176.5768968000002,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,12,22,test item,1-2,resized_A_A166.png,Pyramide,166,resized_B_A187.png,Brücke,11,resized_B_C01.png,Kaninchen,2,resized_B_A153.png,Schwein,16,resized_B_A129.png,Huhn,4,resized_B_A33.png,Roboter,10,resized_A_A166.png,Pyramide,13,21.43,28.24,4.96,3.17,2.36,2.89,2.72,2.14,2.25,3.19,1.91,LF,None,None,None,6.95,3,8,nn,3.621559995,5.673504823,0,21,21,21,176.71524600000066,,,,,,178.5776904000004,1,13,[-0.23416667 -0.20583333],2.536183500000334,181.5478077000007,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,6,23,test item,1-2,resized_A_B15.png,Schwangere,170,resized_A_A93.png,Haus,1,resized_B_A150.png,Känguru,3,resized_A_B150.png,Rakete,4,resized_B_A37.png,Tasse,16,resized_A_B15.png,Schwangere,15,resized_B_B206.png,Axt,5,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,22,22,22,181.69368730000042,,,,,,183.54849550000017,1,15,[ 0.08       -0.24083333],2.5526538999993136,186.5854214000001,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,6,24,test item,2-2,resized_B_B206.png,Axt,179,resized_A_A93.png,Haus,1,resized_B_A150.png,Känguru,3,resized_A_B150.png,Rakete,4,resized_B_A37.png,Tasse,16,resized_A_B15.png,Schwangere,15,resized_B_B206.png,Axt,5,8.43,9.52,5.89,2.77,1.86,3.46,2.81,2.5,2.07,6.93,2.25,LF,None,None,None,None,1,3,nn,2.918503202,3.678785548,0,23,23,23,186.73179020000043,,,,,,188.58609210000031,0,16,[ 0.26583333 -0.20833333],3.653564799999913,195.90988360000028,1,5,[-0.21416667  0.04416667],6.389067600000089,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,11,25,test item,2-2,resized_B_A23.png,Flasche,153,resized_A_A141.png,Pferd,8,resized_B_A135.png,Kamel,6,resized_A_B199.png,Fisch,5,resized_B_A23.png,Flasche,15,resized_A_A100.png,Ruderer,13,resized_B_A176.png,Trophäe,3,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,24,24,24,196.0526393,,,,,,197.9107412000003,1,15,[ 0.05333333 -0.225     ],3.936890800000583,202.3986756000004,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,11,26,test item,1-2,resized_B_A176.png,Trophäe,164,resized_A_A141.png,Pferd,8,resized_B_A135.png,Kamel,6,resized_A_B199.png,Fisch,5,resized_B_A23.png,Flasche,15,resized_A_A100.png,Ruderer,13,resized_B_A176.png,Trophäe,3,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,25,25,25,202.54098840000006,,,,,,204.39932130000034,1,3,[0.07583333 0.26333333],5.888833299999533,210.87233950000063,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,9,27,test item,1-2,resized_B_B73.png,Treppe,137,resized_B_A147.png,Hund,11,resized_B_A142.png,Reiter,2,resized_B_A06.png,Hut,1,resized_B_B73.png,Treppe,10,resized_A_A76.png,Mauer,8,resized_A_B33.png,Zünder,5,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,26,26,26,211.01819930000056,,,,,,212.87314370000058,1,10,[-0.06583333 -0.0775    ],2.102233800000249,215.55946530000074,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
LEALCO-EEG,119.0,1,A-B,3.0,2.0,training,2,A,9,28,test item,2-2,resized_A_B33.png,Zünder,180,resized_B_A147.png,Hund,11,resized_B_A142.png,Reiter,2,resized_B_A06.png,Hut,1,resized_B_B73.png,Treppe,10,resized_A_A76.png,Mauer,8,resized_A_B33.png,Zünder,5,10.59,11.76,5.31,3.07,2.71,2.32,2.93,3,2.54,4.8,2.09,LF,None,None,None,None,2,6,nn,0.711231873,0.825682979,0,27,27,27,215.7039637000007,,,,,,217.56037470000047,1,5,[-0.2275  0.0775],5.070973800000502,223.28270950000024,,,,,,119,A,2,2024-11-07_10h22.11.475,task,2023.2.2,59.58861213950262,2024-11-07 10h22.17.835449 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.29377269999986,,,,,,,,,
