study,subjID,team,partner_order,key_trained,key_untrained,task,block,partner,Group,Trial,class,list,target_stimID,target_label,trigger_item,shown_A_stimID,shown_A_label,shown_A_position,shown_B_stimID,shown_B_label,shown_B_position,shown_C_stimID,shown_C_label,shown_C_position,shown_D_stimID,shown_D_label,shown_D_position,shown_E_stimID,shown_E_label,shown_E_position,shown_F_stimID,shown_F_label,shown_F_position,FASQUEL_agreement_paper,FASQUEL_agreement_osf,FASQUEL_h,FASQUEL_image_agreement,FASQUEL_familiarity,FASQUEL_visual_complexity,FASQUEL_image_variability,FASQUEL_aoa,FASQUEL_concreteness,SUBTLEX_frequency,SUBTLEX_frequency_log,SUBTLEX_frequency_log_cat,BAWLR_valence,BAWLR_arousal,BAWLR_imageability,BIRCHENOUGH_aoa,length_syllables,DLEXDB_length_characters,DLEXDB_pos_tag,DLEXDB_type_frequency,DLEXDB_normalized_lemma_freq,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,triggerTest.started,triggerTest.stopped,Instruction.started,Instruction.stopped,trial.started,attempt1_click_accuracy,attempt1_click_positionGrid,attempt1_click_positionCoordinate,attempt1_click_latency,trial.stopped,attempt2_click_accuracy,attempt2_click_positionGrid,attempt2_click_positionCoordinate,attempt2_click_latency,closing_screen.started,subjectID,partner,block,date,expName,psychopyVersion,frameRate,expStart,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,6,11,test item,2-2,resized_A_B32.png,Kamin,184,resized_A_B54.png,Telefon,8,resized_A_A148.png,Giraffe,5,resized_B_A20.png,Grill,7,resized_A_B15.png,Schwangere,6,resized_B_A123.png,Tänzer,11,resized_A_B32.png,Kamin,15,8.33,8.24,5.95,2.41,2.46,3.11,3.1,2.31,2.11,6.46,2.22,LF,1.65,1.5,5.68,None,2,5,nn,4.488118369,5.910582114,0,10,10,10,138.5660712000099,,,,,,140.4278414999717,0,8,[0.26416667 0.08833333],4.537562199984677,148.1855518000084,1,15,[ 0.07416667 -0.23166667],7.022957699955441,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,6,12,test item,1-2,resized_A_B15.png,Schwangere,170,resized_A_B54.png,Telefon,8,resized_A_A148.png,Giraffe,5,resized_B_A20.png,Grill,7,resized_A_B15.png,Schwangere,6,resized_B_A123.png,Tänzer,11,resized_A_B32.png,Kamin,15,16.47,34.12,5.46,3.72,2.86,3.07,3.24,2.55,3.11,7.21,2.27,LF,None,None,None,None,3,10,nn,1.087285506,1.929318643,0,11,11,11,148.3338673999533,,,,,,150.2027337999898,1,6,[-0.0725  0.085 ],2.152240800030995,152.92255899996962,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,13,13,test item,2-2,resized_B_B164.png,kimono,182,resized_A_A90.png,Fabrik,7,resized_B_B70.png,Quadrat,9,resized_B_B180.png,Geist,14,resized_B_A37.png,Tasse,8,resized_A_B20.png,Kerze,15,resized_B_B164.png,kimono,2,9.52,19.05,5.98,2.86,2.89,2.89,2.61,3.43,2.86,2.09,1.73,LF,None,None,None,None,3,6,nn,0.008175079,0.465979503,0,12,12,12,153.0623152999906,,,,,,154.9233830999583,1,2,[-0.065       0.22916667],2.235880799998995,157.6764378999942,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,13,14,test item,1-2,resized_A_B20.png,Kerze,168,resized_A_A90.png,Fabrik,7,resized_B_B70.png,Quadrat,9,resized_B_B180.png,Geist,14,resized_B_A37.png,Tasse,8,resized_A_B20.png,Kerze,15,resized_B_B164.png,kimono,2,20,21.18,5.37,3.24,2.64,2.61,3.28,2.38,2.41,6.77,2.24,LF,1.5,1.65,6.23,3.42,2,5,nn,7.48837236,15.97410436,0,13,13,13,157.82957199995872,,,,,,159.69413849996636,1,15,[ 0.08083333 -0.24083333],3.4868465999606997,163.81519910000497,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,2,15,test item,2-2,resized_A_B08.png,Person,154,resized_B_A156.png,Bär,14,resized_B_A140.png,Flamingo,7,resized_B_A06.png,Hut,6,resized_A_B08.png,Person,11,resized_B_A176.png,Trophäe,12,resized_A_B39.png,Sessel,2,5.95,22.35,6.08,2.76,2.36,3.43,3.59,2.07,2.44,107.48,3.44,HF,0.5,2.06,4.05,5.21,2,6,nn,75.2761274,188.0431671,0,14,14,14,163.95403819996864,,,,,,165.81592520000413,1,11,[ 0.08666667 -0.0975    ],3.2696937000146136,169.7702015999821,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,2,16,test item,1-2,resized_B_A176.png,Trophäe,164,resized_B_A156.png,Bär,14,resized_B_A140.png,Flamingo,7,resized_B_A06.png,Hut,6,resized_A_B08.png,Person,11,resized_B_A176.png,Trophäe,12,resized_A_B39.png,Sessel,2,13.1,13.1,5.4,2.82,2.18,3.54,3.04,2.82,1.89,2.56,1.82,LF,None,None,None,None,2,7,nn,0.580430609,1.087285506,0,15,15,15,169.91413609997835,,,,,,171.77094429999124,1,12,[ 0.28166667 -0.06333333],4.70429740002146,177.15963039995404,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,5,17,test item,2-2,resized_A_A151.png,Fuchs,181,resized_A_B192.png,Katze,15,resized_B_B19.png,Krawatte,4,resized_A_B56.png,Stuhl,10,resized_A_B199.png,Fisch,14,resized_A_A74.png,Rubin,11,resized_A_A151.png,Fuchs,6,41.18,42.35,2.86,4.14,3.71,2.14,3.41,2.1,3.93,5.32,2.13,LF,-0.18,3.5,6.09,3.42,1,5,nn,10.40687556,12.56509642,0,16,16,16,177.29754619998857,,,,,,179.16083039995283,0,15,[ 0.0575 -0.255 ],3.0524308999883942,184.7159960999852,1,6,[-0.07333333  0.12083333],4.820862399996258,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,5,18,test item,1-2,resized_A_A74.png,Rubin,165,resized_A_B192.png,Katze,15,resized_B_B19.png,Krawatte,4,resized_A_B56.png,Stuhl,10,resized_A_B199.png,Fisch,14,resized_A_A74.png,Rubin,11,resized_A_A151.png,Fuchs,6,9.41,10.59,5.13,3.14,3.07,1.93,2.93,2.86,3.11,1.02,1.43,LF,1.4,2.61,6.22,8.94,2,5,nn,0.8175079,1.357063113,0,17,17,17,184.8575511999661,,,,,,186.7168529999908,1,11,[ 0.06416667 -0.06833333],3.2535733999684453,190.63723499997286,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,4,19,test item,2-2,resized_B_A23.png,Flasche,153,resized_A_A93.png,Haus,5,resized_B_A132.png,Ente,15,resized_B_A185.png,Gesicht,14,resized_A_B55.png,Schlange,4,resized_B_A23.png,Flasche,2,resized_A_B22.png,Kreisel,9,13.41,14.29,4.89,2.71,2.79,2.39,3.36,2.21,2.68,36.54,2.97,HF,0.45,1.95,5.91,3.61,2,7,nn,22.89022119,34.34350686,0,18,18,18,190.7804900999763,,,,,,192.65528720000293,1,2,[-0.08666667  0.24583333],2.8528838000493124,196.14247319998685,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,4,20,test item,1-2,resized_B_A185.png,Gesicht,138,resized_A_A93.png,Haus,5,resized_B_A132.png,Ente,15,resized_B_A185.png,Gesicht,14,resized_A_B55.png,Schlange,4,resized_B_A23.png,Flasche,2,resized_A_B22.png,Kreisel,9,14.46,34.52,5.44,3.5,2.39,3.57,3.32,2.39,2.89,195.05,3.695,HF,1,2.67,6,3.79,2,7,nn,196.2591215,239.1537609,0,19,19,19,196.28461019997485,,,,,,198.1431728999596,1,14,[-0.06       -0.23916667],2.718793799984269,201.36297119996743,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,12,21,test item,1-2,resized_A_A166.png,Pyramide,166,resized_B_B155.png,Messer,2,resized_B_A197.png,Hirsch,16,resized_A_A179.png,Drachen,4,resized_B_A43.png,Blatt,11,resized_A_A166.png,Pyramide,5,resized_B_B152.png,Säge,8,21.43,28.24,4.96,3.17,2.36,2.89,2.72,2.14,2.25,3.19,1.91,LF,None,None,None,6.95,3,8,nn,3.621559995,5.673504823,0,20,20,20,201.49249659996713,,,,,,203.36423529998865,1,5,[-0.295  0.09 ],2.8194761999766342,206.73460719996365,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,12,22,test item,2-2,resized_A_A179.png,Drachen,150,resized_B_B155.png,Messer,2,resized_B_A197.png,Hirsch,16,resized_A_A179.png,Drachen,4,resized_B_A43.png,Blatt,11,resized_A_A166.png,Pyramide,5,resized_B_B152.png,Säge,8,6.02,10.59,5.91,2.93,2.68,3.61,3.17,2.76,2.52,20.79,2.72,HF,None,None,None,None,2,7,nn,3.25368144,3.474408573,0,21,21,21,206.87481329997536,,,,,,208.7354817999876,0,16,[ 0.2725     -0.23916667],3.2862905000220053,215.1084091999801,1,4,[0.2475     0.26083333],5.771978900011163,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,7,23,test item,2-2,resized_B_A33.png,Roboter,156,resized_B_A147.png,Hund,11,resized_A_B78.png,Pfeil,9,resized_B_A36.png,Stern,2,resized_B_B193.png,Auge,7,resized_B_A33.png,Roboter,6,resized_A_A100.png,Ruderer,3,8.33,9.52,5.81,2.86,2.21,3.54,3.25,2.68,2.37,30.59,2.89,HF,None,None,None,5.43,3,7,nn,1.479689298,1.798517379,0,22,22,22,215.2730184000102,,,,,,217.12596819997998,1,6,[-0.09333333  0.085     ],2.735850400000345,220.4127191999578,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,7,24,test item,1-2,resized_B_A36.png,Stern,140,resized_B_A147.png,Hund,11,resized_A_B78.png,Pfeil,9,resized_B_A36.png,Stern,2,resized_B_B193.png,Auge,7,resized_B_A33.png,Roboter,6,resized_A_A100.png,Ruderer,3,19.05,30.95,4.94,2.64,2.61,3.43,3.46,2.36,2.18,21.3,2.734,HF,1,2.44,6.67,3.29,1,5,nn,17.80532205,42.41230983,0,23,23,23,220.57392799999798,,,,,,222.41365030000452,0,7,[0.075      0.09666667],2.668729600030929,227.21877519995905,1,2,[-0.09083333  0.285     ],4.070374600007199,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,11,25,test item,2-2,resized_B_A54.png,Flamme,178,resized_A_A141.png,Pferd,6,resized_B_B175.png,Propeller,10,resized_B_A153.png,Schwein,12,resized_A_B168.png,Frau,4,resized_A_A76.png,Mauer,15,resized_B_A54.png,Flamme,3,4.76,5.95,5.96,2.61,2.39,3.46,2.79,2.64,2.15,5.91,2.18,LF,0.6,3.32,6.18,4.37,2,6,nn,10.13709796,21.54950823,0,24,24,24,227.3641740999883,,,,,,229.21928499999922,1,3,[0.07916667 0.23666667],2.8030166999669746,232.60641579999356,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,11,26,test item,1-2,resized_A_B168.png,Frau,136,resized_A_A141.png,Pferd,6,resized_B_B175.png,Propeller,10,resized_B_A153.png,Schwein,12,resized_A_B168.png,Frau,4,resized_A_A76.png,Mauer,15,resized_B_A54.png,Flamme,3,9.41,28.24,5.66,3.45,2.64,3.07,3.69,1.93,2.71,857.36,4.34,HF,1.4,2.5,6.56,3.68,1,4,nn,472.6503672,625.2055164,0,25,25,25,232.74529639998218,,,,,,234.60731039999519,1,4,[0.24 0.28],2.552657999971416,237.74424809997436,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,8,27,test item,1-2,resized_B_B73.png,Treppe,137,resized_B_A03.png,Kleid,9,resized_B_C01.png,Kaninchen,3,resized_B_B73.png,Treppe,5,resized_A_B196.png,Fenster,6,resized_B_A77.png,Hang,10,resized_A_A122.png,Sturz,7,21.43,30.95,4.8,3.21,3.36,1.79,2.68,2.29,2.75,25,2.8,HF,0.05,2.36,5.95,3.25,2,6,nn,30.73829702,39.50198171,0,26,26,26,237.8824031999684,,,,,,239.74491039995337,0,10,[-0.06666667 -0.07583333],2.302356400003191,243.46556809998583,1,6,[-0.02   0.005],3.2364564000163227,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
LEALCO-EEG,116.0,1,B-A,4.0,2.0,training,1,A,8,28,test item,2-2,resized_A_B196.png,Fenster,152,resized_B_A03.png,Kleid,9,resized_B_C01.png,Kaninchen,3,resized_B_B73.png,Treppe,5,resized_A_B196.png,Fenster,6,resized_B_A77.png,Hang,10,resized_A_A122.png,Sturz,7,11.39,12.94,5.49,2.62,2.21,3.04,3.03,2.66,2.44,84.18,3.33,HF,1.14,1.91,6.14,2.84,2,7,nn,100.8477745,117.9336896,0,27,27,27,243.61103269999148,,,,,,245.48309709999012,1,6,[-0.0775  0.0825],5.120889899961185,251.47233610000694,,,,,,116,A,1,2024-11-05_10h18.38.430,task,2023.2.2,60.229824956138025,2024-11-05 10h18.54.323700 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.48688609997043,,,,,,,,,
